Id,TextTopics,TopicPercentages
99_3836_4,147,0.48323065
99_3837_4,135,0.48295513
99_3839_4,126,0.6491968
99_3842_4,152,0.65066504
99_3846_4,152,0.46765706
99_3851_4,103,0.4936491
99_3861_4,125,0.32851735
99_3862_4,123,0.3756983
99_3864_4,135,0.64956963
99_3865_4,105,0.65018696
99_3873_4,93,0.3333333333333333
99_3875_4,113,0.4837061
99_3876_4,91,0.3333333333333333
99_3889_4,135,0.48295513
99_3890_4,155,0.7678173
99_3891_4,93,0.4
99_3894_4,135,0.48295513
99_3900_4,154,0.49527466
99_3901_4,93,0.3333333333333333
99_3909_4,156,0.6490284
99_3915_4,113,0.3953088
99_3921_4,109,0.5057037
99_3923_4,123,0.6505693
99_3925_4,126,0.39314854
99_3927_4,152,0.45979565
99_3931_4,140,0.3592167
99_3932_4,154,0.4242139
99_3938_4,93,0.3333333333333333
99_3945_4,123,0.59153295
99_3947_4,93,0.3333333333333333
99_3949_4,150,0.48118696
99_3951_4,135,0.48295513
99_3954_4,131,0.48314196
99_3958_4,93,0.3333333333333333
99_3959_4,135,0.64956915
99_3960_4,152,0.38242754
99_3962_4,115,0.6496283
99_3965_4,141,0.66093206
99_3966_4,109,0.5057073
99_3979_4,123,0.4844315
99_3980_4,113,0.34867063
99_3982_4,116,0.64899427
99_3983_4,123,0.5915572
99_3984_4,93,0.5
99_3985_4,93,0.3333333333333333
99_3986_4,135,0.49125797
99_3987_4,111,0.50345117
99_3991_4,153,0.6493315
99_3995_4,145,0.39436355
99_3996_4,122,0.48450005
99_4000_4,93,0.3333333333333333
99_4006_4,93,0.3333333333333333
99_4008_4,142,0.6796242
99_4009_4,114,0.5541648
99_4010_4,93,0.3333333333333333
99_4012_4,156,0.48214674
99_4014_4,146,0.48823994
99_4020_4,107,0.82125014
99_4022_4,125,0.48275456
99_4032_4,154,0.49070388
99_4033_4,144,0.6528555
99_4035_4,135,0.671188
99_4036_4,135,0.49417332
99_4041_4,135,0.48295513
99_4042_4,125,0.335945
99_4050_4,120,0.42041412
99_4053_4,113,0.4837061
99_4056_4,117,0.61915416
99_4057_4,109,0.50570786
99_4058_4,107,0.49353907
99_4060_4,156,0.6576891
99_4066_4,149,0.4816031
99_4067_4,113,0.7872095
99_4068_4,132,0.6390834
99_4071_4,103,0.48161298
99_4077_4,93,0.4
99_4079_4,115,0.64962834
99_4081_4,135,0.48295513
99_4083_4,123,0.4249948
99_4084_4,131,0.48314202
99_4088_4,110,0.32893142
99_4091_4,156,0.49535978
99_4099_4,130,0.68683505
99_4102_4,112,0.33611652
99_4104_4,105,0.48386407
99_4111_4,140,0.7340307
99_4121_4,126,0.6491968
99_4122_4,109,0.50570786
99_4127_4,126,0.48240438
99_4136_4,140,0.4811145
99_4137_4,99,0.33044967
99_4143_4,93,0.3333333333333333
99_4149_4,109,0.5057045
99_4152_4,113,0.5074434
99_4155_4,144,0.44224203
99_4156_4,112,0.77163106
99_4163_4,125,0.39488852
99_4166_4,156,0.7865767
99_4167_4,100,0.82110965
99_4172_4,147,0.38238943
99_4178_4,101,0.48162776
99_4183_4,119,0.48754585
99_4188_4,130,0.39566633
99_4190_4,135,0.48295513
99_4196_4,93,0.3333333333333333
99_4198_4,93,0.3333333333333333
99_4204_4,142,0.4831231
99_4210_4,152,0.48457122
99_4211_4,134,0.58247197
99_4212_4,93,0.3333333333333333
99_4217_4,129,0.6840668
99_4218_4,93,0.5
99_4220_4,123,0.46044022
99_4228_4,120,0.32557458
99_4229_4,102,0.5687782
99_4231_4,147,0.48321858
99_4237_4,135,0.48295513
99_4239_4,99,0.39525
99_4241_4,116,0.64899176
99_4251_4,148,0.70567447
99_4252_4,115,0.6496213
99_4253_4,119,0.48754585
99_4256_4,95,0.48241884
99_4259_4,101,0.48162776
99_4263_4,125,0.3879572
99_4264_4,116,0.6489965
99_4266_4,123,0.42722574
99_4269_4,98,0.4912885
99_4270_4,111,0.4832641
99_4275_4,109,0.5057058
99_4276_4,97,0.8463792
99_4277_4,136,0.48364818
99_4280_4,154,0.481847
99_4281_4,115,0.38520363
99_4283_4,151,0.6490088
99_4287_4,155,0.74198234
99_4289_4,156,0.36427635
99_4290_4,142,0.45965868
99_4292_4,110,0.42437008
99_4298_4,142,0.59100163
99_4300_4,93,0.3333333333333333
99_4306_4,143,0.4903842
99_4309_4,109,0.5057079
99_4310_4,99,0.39128432
99_4311_4,131,0.48314208
99_4319_4,97,0.61867505
99_4320_4,132,0.3948518
99_4322_4,109,0.5057079
99_4330_4,109,0.5057062
99_4334_4,114,0.7339809
99_4335_4,114,0.4220867
99_4340_4,97,0.6114464
99_4347_4,125,0.49115688
99_4349_4,104,0.7583473
99_4360_4,102,0.41654727
99_4361_4,142,0.7343616
99_4738_4,109,0.50570756
99_4740_4,122,0.6506246
99_4741_4,137,0.7420541
99_4742_4,153,0.48260576
99_4743_4,133,0.48266587
99_4744_4,143,0.64839727
99_4747_4,137,0.9018143
99_4748_4,133,0.48266688
99_4749_4,149,0.37179527
99_4750_4,153,0.48260576
99_4751_4,135,0.7423816
99_4753_4,152,0.84737736
99_4754_4,151,0.48212266
99_4755_4,107,0.8920193
99_4756_4,151,0.8393992
99_4757_4,130,0.48457703
99_4758_4,108,0.4830829
99_4759_4,111,0.66800654
99_4762_4,117,0.65003216
99_4764_4,133,0.49111533
99_4765_4,144,0.4877901
99_4766_4,108,0.43917328
99_4767_4,129,0.48178974
99_4768_4,107,0.48129827
99_4770_4,155,0.481395
99_4772_4,156,0.4243037
99_4776_4,134,0.70578057
99_4777_4,111,0.51015604
99_4778_4,137,0.8117485
99_4779_4,95,0.4243864
99_4780_4,151,0.8655823
99_4783_4,120,0.809737
99_4787_4,111,0.51015604
99_4788_4,96,0.67093563
99_4789_4,108,0.6482629
99_4791_4,111,0.51015604
99_4792_4,104,0.9322654
99_4793_4,114,0.9727814
99_4795_4,106,0.8805646
99_4796_4,136,0.9021912
99_4797_4,129,0.48178786
99_4801_4,126,0.64645696
99_4802_4,112,0.940327
99_4803_4,142,0.8218737
99_4805_4,117,0.65003014
99_4806_4,143,0.65652454
99_4807_4,133,0.7494293
99_4810_4,120,0.45528007
99_4811_4,111,0.51015604
99_4815_4,157,0.84212005
99_4816_4,111,0.51015604
99_4817_4,112,0.48637676
99_4818_4,133,0.48266688
99_4820_4,152,0.48456782
99_4821_4,146,0.48821646
99_4823_4,95,0.48241884
99_4824_4,108,0.80617106
99_4825_4,113,0.7340004
99_4827_4,106,0.4830595
99_4828_4,158,0.7237896
99_4830_4,117,0.650032
99_4831_4,117,0.48363632
99_4832_4,111,0.51015604
99_4840_4,111,0.3041477
99_4841_4,111,0.66800654
99_4842_4,111,0.51015604
99_4844_4,115,0.48304033
99_4845_4,111,0.51015604
99_4847_4,138,0.4822604
99_4848_4,146,0.6203317
99_4849_4,111,0.51011
99_4850_4,94,0.3757504
99_4856_4,129,0.4817835
99_4859_4,115,0.35147128
99_4860_4,117,0.6500327
99_4863_4,128,0.4826019
99_4864_4,138,0.47701865
99_4868_4,95,0.48241878
99_4870_4,148,0.59510344
99_4871_4,127,0.88021016
99_4872_4,95,0.48241884
99_4873_4,111,0.51015604
99_4876_4,107,0.64845353
99_4881_4,111,0.51015604
99_4882_4,146,0.48821646
99_4887_4,98,0.5909721
99_4888_4,108,0.49133158
99_4889_4,153,0.48260576
99_4892_4,131,0.7300001
99_4895_4,124,0.48369375
99_4896_4,122,0.48450905
99_4897_4,111,0.51015604
99_4898_4,146,0.48823977
99_4899_4,104,0.59029853
99_4900_4,144,0.48781252
99_4903_4,144,0.58725774
99_4904_4,111,0.51015604
99_4906_4,144,0.4878119
99_4908_4,117,0.48363626
99_4909_4,146,0.6531522
99_4911_4,139,0.4838539
99_4913_4,109,0.664992
99_4914_4,111,0.51015604
99_4915_4,111,0.6680057
99_4916_4,109,0.49341798
99_4917_4,109,0.5057082
99_4918_4,123,0.49201897
99_4923_4,111,0.66800606
99_4924_4,111,0.51015604
99_4925_4,151,0.6490102
99_4926_4,135,0.48295167
99_4928_4,145,0.56584275
99_4929_4,128,0.4826019
99_4931_4,123,0.5491256
99_4932_4,111,0.66800654
99_4933_4,128,0.3395483
99_4934_4,111,0.51015604
99_4938_4,105,0.55335325
99_4941_4,105,0.72209126
99_4942_4,108,0.6981509
99_4945_4,103,0.6736827
99_4948_4,111,0.60214305
99_4951_4,117,0.65003216
99_4953_4,94,0.48104522
99_4954_4,149,0.48160726
99_4956_4,111,0.6680053
99_4958_4,97,0.6185141
99_4959_4,146,0.31541026
99_4965_4,153,0.3670951
99_4967_4,153,0.48260576
99_4968_4,144,0.48781252
99_4969_4,135,0.48295227
99_4970_4,127,0.4815255
99_4971_4,111,0.6680059
99_4972_4,111,0.4906781
99_4975_4,158,0.9188017
99_4978_4,121,0.649538
99_4979_4,109,0.39652374
99_4982_4,117,0.47507048
99_4984_4,111,0.49352264
99_4985_4,109,0.5057082
99_4986_4,125,0.34872836
99_4987_4,158,0.35434672
99_4989_4,116,0.8803417
99_4990_4,152,0.3308272
99_4991_4,123,0.6505689
99_4992_4,144,0.4878119
99_4993_4,111,0.49747655
99_4994_4,111,0.66800624
99_4995_4,105,0.39537308
99_4996_4,106,0.4830595
99_4997_4,146,0.48823994
99_5002_4,136,0.76448244
99_5003_4,102,0.44118175
99_5004_4,116,0.6316929
99_5006_4,105,0.8471682
99_5007_4,153,0.48260576
99_5009_4,152,0.6506614
99_5016_4,153,0.48260576
99_5019_4,109,0.50570565
99_5021_4,148,0.59033054
99_5024_4,111,0.51015604
99_5028_4,102,0.5863073
99_5030_4,133,0.71625066
99_5031_4,99,0.39524692
99_5032_4,158,0.48166645
99_5035_4,109,0.8296633
99_5036_4,142,0.41105595
99_5039_4,109,0.50570565
99_5040_4,140,0.82734656
99_5041_4,133,0.6493722
99_5043_4,111,0.6680061
99_5045_4,139,0.7872676
99_5048_4,99,0.48357332
99_5050_4,145,0.64853144
99_5052_4,136,0.65005064
99_5055_4,144,0.48781252
99_5056_4,111,0.66800654
99_5057_4,152,0.33082005
99_5058_4,135,0.49127096
99_5059_4,109,0.5954942
99_5060_4,133,0.4951032
99_5061_4,145,0.94290525
99_5062_4,151,0.48213685
99_5063_4,117,0.6500327
99_5068_4,134,0.48181993
99_5070_4,111,0.51015604
99_5073_4,111,0.5388567
99_5074_4,148,0.5517552
99_5075_4,112,0.65189946
99_5077_4,144,0.48781252
99_5081_4,109,0.49776512
99_5084_4,128,0.4826019
99_5085_4,111,0.5034563
99_5087_4,108,0.34821355
99_5091_4,111,0.51015604
99_5092_4,129,0.64878076
99_5093_4,131,0.48313802
99_5094_4,99,0.3952272
99_5098_4,135,0.5480119
99_5102_4,128,0.4826019
99_5104_4,103,0.49057382
99_5106_4,106,0.34222177
99_5111_4,113,0.4836898
99_5116_4,123,0.35907295
99_5117_4,111,0.51015604
99_5118_4,133,0.4911155
99_5121_4,111,0.4970339
99_5124_4,109,0.5057043
99_5125_4,117,0.65003186
99_5126_4,117,0.7353235
99_5127_4,115,0.48304033
99_5131_4,133,0.48266688
99_5132_4,111,0.66800463
99_5134_4,109,0.6649919
99_5136_4,116,0.48209792
99_5137_4,146,0.33202505
99_5138_4,117,0.48363626
99_5139_4,109,0.50570315
99_5140_4,111,0.7141439
99_5141_4,111,0.37382942
99_5142_4,128,0.4826019
99_5143_4,109,0.36215037
99_5144_4,126,0.64919674
99_5145_4,105,0.6501876
99_5146_4,109,0.66499186
99_5149_4,111,0.51015604
99_5151_4,119,0.48754585
99_5152_4,133,0.33081743
99_5154_4,136,0.65004206
