Id,TextTopics,TopicPercentages
99_4053_4,21,0.4837061
99_4055_4,20,0.4863965
99_4056_4,25,0.61915416
99_4057_4,17,0.5057075
99_4058_4,15,0.49353907
99_4060_4,64,0.6576891
99_4064_4,20,0.65190214
99_4065_4,38,0.4845899
99_4066_4,57,0.48160303
99_4067_4,21,0.7872095
99_4068_4,40,0.6390976
99_4070_4,38,0.65067816
99_4071_4,11,0.48161298
99_4073_4,38,0.4845899
99_4074_4,32,0.48369816
99_4076_4,38,0.4845899
99_4079_4,23,0.6496282
99_4081_4,43,0.48295513
99_4083_4,31,0.42499477
99_4084_4,39,0.48314208
99_4088_4,18,0.3289147
99_4091_4,64,0.49535963
99_4097_4,38,0.4845899
99_4099_4,38,0.68683463
99_4102_4,20,0.3362525
99_4103_4,30,0.39560303
99_4104_4,13,0.48386407
99_4106_4,38,0.48458993
99_4111_4,48,0.7340307
99_4113_4,60,0.6830645
99_4118_4,38,0.48458993
99_4120_4,66,0.64869773
99_4121_4,34,0.6491968
99_4122_4,17,0.5057079
99_4125_4,38,0.4845899
99_4127_4,34,0.48240444
99_4131_4,20,0.6080183
99_4136_4,48,0.48111445
99_4137_4,7,0.33044964
99_4148_4,9,0.5577364
99_4149_4,17,0.5057079
99_4152_4,21,0.5074143
99_4155_4,52,0.44224313
99_4156_4,20,0.771631
99_4159_4,32,0.48369816
99_4163_4,33,0.39488885
99_4166_4,64,0.7865767
99_4167_4,8,0.82110965
99_4172_4,55,0.3827105
99_4173_4,32,0.33053455
99_4178_4,9,0.48162776
99_4183_4,27,0.48754585
99_4185_4,65,0.48188737
99_4188_4,38,0.3956664
99_4190_4,43,0.48295513
99_4199_4,38,0.48458993
99_4204_4,50,0.48312297
99_4210_4,60,0.48457122
99_4211_4,42,0.5824714
99_4217_4,37,0.68408096
99_4220_4,31,0.46048737
99_4222_4,66,0.4816671
99_4228_4,28,0.32481086
99_4229_4,10,0.5687805
99_4231_4,55,0.4832187
99_4237_4,43,0.48295513
99_4239_4,7,0.39525
99_4241_4,24,0.64899176
99_4247_4,60,0.6506668
99_4251_4,56,0.70567447
99_4252_4,23,0.64962137
99_4253_4,27,0.4875459
99_4256_4,3,0.48241884
99_4259_4,9,0.48162776
99_4262_4,18,0.49092665
99_4263_4,33,0.38778886
99_4264_4,24,0.6489933
99_4266_4,31,0.4271385
99_4269_4,6,0.4912885
99_4270_4,19,0.4832368
99_4275_4,17,0.50570786
99_4276_4,5,0.84637916
99_4277_4,44,0.48364818
99_4280_4,62,0.481847
99_4281_4,23,0.3852041
99_4283_4,59,0.6490088
99_4287_4,63,0.74198234
99_4288_4,38,0.4845899
99_4289_4,64,0.36484408
99_4290_4,50,0.45939133
99_4292_4,18,0.42437005
99_4298_4,50,0.5910018
99_4299_4,38,0.49210134
99_4306_4,51,0.4903842
99_4308_4,13,0.47058758
99_4309_4,17,0.5057064
99_4310_4,7,0.39128038
99_4311_4,39,0.48314202
99_4315_4,60,0.6506649
99_4319_4,5,0.6186747
99_4320_4,40,0.39485183
99_4321_4,32,0.32404685
99_4322_4,17,0.50570667
99_4330_4,17,0.50570637
99_4334_4,22,0.733981
99_4335_4,22,0.4216954
99_4340_4,5,0.6114464
99_4347_4,33,0.49115688
99_4349_4,12,0.75835264
99_4360_4,10,0.41665244
99_4361_4,50,0.7343624
99_4738_4,17,0.50570107
99_4740_4,30,0.6506246
99_4741_4,45,0.74205405
99_4742_4,61,0.48260576
99_4743_4,41,0.48266593
99_4744_4,51,0.6483821
99_4747_4,45,0.9018143
99_4748_4,41,0.48266688
99_4749_4,57,0.37179527
99_4750_4,61,0.48260576
99_4751_4,43,0.74238163
